top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season
Tshirts,Green,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,White,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Winter,Sports Shoes,Black,Sports,Summer
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Winter,Sports Shoes,White,Sports,Summer
Tshirts,Charcoal,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Fall
Shirts,Orange,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall
Tshirts,Blue,Casual,Fall,Trousers,Black,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall
Shirts,Grey,Casual,Fall,Trousers,Beige,Casual,Fall,Sports Shoes,Grey,Sports,Summer
Tshirts,Green,Casual,Fall,Trousers,Beige,Casual,Fall,Casual Shoes,Navy Blue,Casual,Fall
Shirts,Pink,Casual,Summer,Track Pants,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,White,Formal,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Black,Casual,Summer,Shorts,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer
Tshirts,Grey,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Grey,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Purple,Casual,Fall,Shorts,Grey,Casual,Fall,Casual Shoes,Navy Blue,Casual,Fall
Tshirts,Grey,Casual,Summer,Shorts,Red,Casual,Fall,Formal Shoes,Brown,Formal,Winter
Shirts,Purple,Casual,Summer,Trousers,Khaki,Casual,Fall,Casual Shoes,White,Casual,Fall
Shirts,Red,Casual,Fall,Track Pants,Grey,Casual,Summer,Sports Shoes,White,Casual,Summer
Tshirts,Blue,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,White,Casual,Fall
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall
Shirts,Yellow,Casual,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer
Sweatshirts,Purple,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Navy Blue,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Black,Formal,Winter
Tshirts,Purple,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Fall
Jackets,Red,Sports,Fall,Jeans,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Formal Shoes,Brown,Formal,Winter
Tshirts,Brown,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,Black,Sports,Summer
Shirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Beige,Casual,Winter
Tshirts,Blue,Casual,Fall,Shorts,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Green,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Navy Blue,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,White,Sports,Fall
Shirts,Green,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Casual,Summer
Shirts,White,Casual,Summer,Jeans,White,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Burgundy,Casual,Summer,Track Pants,Black,Sports,Fall,Formal Shoes,Black,Formal,Summer
Shirts,Green,Casual,Summer,Shorts,Grey,Sports,Fall,Casual Shoes,Brown,Casual,Winter
Jackets,Blue,Sports,Fall,Shorts,Black,Sports,Winter,Casual Shoes,Brown,Casual,Summer
Tshirts,Blue,Casual,Fall,Shorts,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Charcoal,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Green,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Purple,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Red,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer
Shirts,Purple,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,White,Casual,Spring
Tshirts,Black,Sports,Fall,Shorts,Brown,Sports,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Charcoal,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,White,Casual,Spring
Shirts,Olive,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Silver,Sports,Summer
Shirts,Brown,Casual,Fall,Trousers,Blue,Formal,Fall,Sports Shoes,Blue,Sports,Summer
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Navy Blue,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Sweatshirts,Purple,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,Silver,Sports,Summer
Shirts,Orange,Formal,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,White,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Black,Sports,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Spring
Shirts,Red,Formal,Fall,Shorts,Red,Casual,Fall,Casual Shoes,Blue,Casual,Summer
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Grey,Casual,Fall
Tshirts,Green,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Blue,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Fall
Shirts,Blue,Formal,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Jackets,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,White,Casual,Summer,Trousers,Brown,Casual,Fall,Casual Shoes,Black,Casual,Fall
Shirts,Orange,Formal,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Grey,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Purple,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Brown,Casual,Fall,Jeans,Blue,Casual,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,White,Casual,Fall,Track Pants,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Green,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,White,Sports,Fall
Tshirts,White,Casual,Fall,Trousers,Khaki,Formal,Fall,Sports Shoes,Blue,Sports,Summer
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Brown,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Green,Casual,Fall,Trousers,Beige,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Shirts,White,Formal,Summer,Trousers,Charcoal,Formal,Fall,Casual Shoes,Beige,Casual,Winter
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Navy Blue,Casual,Summer,Trousers,Cream,Formal,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Casual,Summer,Trousers,Black,Formal,Summer,Sports Shoes,Black,Sports,Summer
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Navy Blue,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Fall
Shirts,Yellow,Casual,Fall,Shorts,Black,Sports,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Black,Sports,Fall,Shorts,Navy Blue,Sports,Summer,Sports Shoes,Black,Sports,Summer
Shirts,Yellow,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Blue,Casual,Summer
Shirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Black,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter
Tshirts,Blue,Sports,Fall,Shorts,Navy Blue,Sports,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Pink,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Purple,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Grey,Sports,Summer
Tshirts,Blue,Casual,Summer,Shorts,White,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Brown,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Blue,Casual,Summer
Tshirts,Grey,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Beige,Casual,Winter
Tshirts,Purple,Casual,Summer,Shorts,Green,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,White,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Winter
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Beige,Casual,Winter
Shirts,Pink,Casual,Summer,Shorts,White,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Black,Sports,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer
Kurtas,Maroon,Ethnic,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Pink,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Purple,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,Grey,Sports,Summer
Shirts,Green,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Purple,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Jackets,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Red,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Summer
Jackets,Red,Sports,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Summer
Shirts,Red,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Summer
Shirts,Purple,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Pink,Casual,Summer,Shorts,Grey,Sports,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Navy Blue,Casual,Summer,Shorts,Grey,Sports,Fall,Casual Shoes,Black,Casual,Fall
Shirts,Grey,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,Grey,Sports,Summer
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Grey,Casual,Fall,Trousers,Khaki,Formal,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Green,Casual,Fall,Shorts,Green,Casual,Summer,Sports Shoes,Grey,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Winter,Sports Shoes,Blue,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,White,Casual,Fall,Casual Shoes,Red,Casual,Winter
Tshirts,Green,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Black,Casual,Fall
Shirts,Purple,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,White,Casual,Fall
Jackets,Blue,Sports,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Summer
Shirts,Red,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Green,Casual,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Black,Formal,Winter
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer
Shirts,White,Formal,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Blue,Casual,Summer,Trousers,Grey,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,White,Formal,Summer,Shorts,Grey Melange,Sports,Summer,Sports Shoes,Grey,Sports,Summer
Tshirts,White,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Purple,Casual,Fall,Trousers,Khaki,Formal,Fall,Casual Shoes,Navy Blue,Casual,Fall
Tshirts,Brown,Casual,Fall,Trousers,Brown,Casual,Fall,Sports Shoes,Grey,Sports,Fall
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Grey,Casual,Summer,Shorts,Black,Casual,Summer,Casual Shoes,Red,Sports,Summer
Jackets,Red,Casual,Fall,Trousers,Blue,Formal,Fall,Sports Shoes,Blue,Sports,Fall
Tshirts,Blue,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Purple,Casual,Fall,Trousers,Grey,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Green,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,White,Casual,Summer
Tshirts,Green,Sports,Fall,Jeans,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Fall
Shirts,Purple,Formal,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Blue,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Grey,Sports,Summer
Tshirts,White,Casual,Summer,Trousers,Charcoal,Formal,Fall,Formal Shoes,Black,Formal,Winter
Tshirts,Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Grey,Casual,Fall,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Brown,Formal,Winter
Tshirts,Charcoal,Casual,Summer,Trousers,Black,Casual,Fall,Formal Shoes,Black,Formal,Winter
Tshirts,Green,Casual,Fall,Trousers,Grey,Casual,Fall,Casual Shoes,White,Casual,Summer
Shirts,Navy Blue,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Charcoal,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Fall
Tshirts,Black,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Fall
Jackets,Blue,Sports,Fall,Trousers,Grey,Casual,Fall,Casual Shoes,Black,Casual,Fall
Shirts,Olive,Casual,Summer,Shorts,Red,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Yellow,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Grey,Sports,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Sweatshirts,Purple,Casual,Fall,Shorts,Grey,Sports,Fall,Casual Shoes,White,Casual,Fall
Shirts,Purple,Formal,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Green,Casual,Summer
Shirts,Brown,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Red,Sports,Summer
Tshirts,Blue,Casual,Fall,Shorts,Black,Casual,Summer,Sports Shoes,White,Casual,Summer
Tshirts,White,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,White,Casual,Fall,Shorts,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Brown,Casual,Summer,Trousers,Grey,Formal,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Pink,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall
Shirts,White,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer
Shirts,Green,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Red,Sports,Summer
Shirts,Red,Casual,Fall,Shorts,White,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Summer,Trousers,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Summer
Tshirts,White,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,White,Casual,Summer
Kurtas,Maroon,Ethnic,Summer,Track Pants,Black,Sports,Fall,Formal Shoes,Black,Formal,Winter
Tshirts,Purple,Casual,Fall,Shorts,Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Shirts,Red,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Shirts,Red,Casual,Summer,Trousers,Khaki,Formal,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Pink,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Navy Blue,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Sports,Fall,Trousers,Beige,Casual,Fall,Casual Shoes,Black,Casual,Winter
Shirts,White,Casual,Summer,Trousers,Beige,Casual,Fall,Casual Shoes,Black,Casual,Summer
Shirts,Purple,Casual,Summer,Shorts,Red,Casual,Fall,Casual Shoes,Black,Casual,Winter
Tshirts,White,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall
Shirts,Green,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer
Tshirts,White,Casual,Fall,Shorts,White,Casual,Fall,Casual Shoes,Mushroom Brown,Casual,Winter
Shirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Shirts,Grey,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,White,Casual,Summer
Shirts,Grey,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Summer
Shirts,White,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Shirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Brown,Formal,Winter
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Burgundy,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Grey,Sports,Summer
Tshirts,Orange,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Blue,Sports,Fall,Trousers,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Black,Sports,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,Red,Sports,Summer
Tshirts,Black,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer
Sweatshirts,Purple,Casual,Fall,Shorts,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Fall,Shorts,Beige,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,Red,Formal,Fall,Track Pants,Brown,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Green,Sports,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Pink,Casual,Summer,Trousers,Black,Casual,Fall,Sports Shoes,Grey,Sports,Summer
Tshirts,Purple,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Black,Casual,Summer,Trousers,Blue,Formal,Fall,Sports Shoes,Red,Sports,Summer
Sweatshirts,Purple,Casual,Fall,Trousers,Black,Formal,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Pink,Casual,Summer,Shorts,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall
Tshirts,White,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,White,Casual,Summer
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Fall
Tshirts,Blue,Casual,Summer,Trousers,Grey,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Green,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Tshirts,Navy Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Formal Shoes,Black,Formal,Summer
Tshirts,Navy Blue,Casual,Fall,Shorts,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Orange,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Navy Blue,Casual,Fall
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Black,Casual,Summer
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall
Sweatshirts,Purple,Casual,Fall,Track Pants,Brown,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Blue,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Fall
Tshirts,Purple,Casual,Fall,Trousers,Grey,Casual,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,Blue,Casual,Fall,Shorts,Red,Sports,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Maroon,Sports,Summer,Shorts,Grey,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Purple,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Purple,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Purple,Casual,Summer,Shorts,Black,Sports,Summer,Casual Shoes,Navy Blue,Casual,Fall
Tshirts,Purple,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Blue,Casual,Fall
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Red,Sports,Summer
Tshirts,Purple,Casual,Fall,Shorts,Black,Sports,Winter,Casual Shoes,White,Casual,Summer
Shirts,Orange,Formal,Summer,Shorts,Black,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Casual,Summer
Tshirts,Grey,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Grey,Sports,Summer,Shorts,Red,Casual,Fall,Sports Shoes,White,Sports,Summer
Shirts,Red,Formal,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Casual,Summer
Shirts,Blue,Casual,Fall,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer
